cs_company_id,matched_name,incorp_date,employees,creditworthy,credit_score,credit_limit,sector,office_type_code,common_score,currency,is_active,country_code,estimated_revenue,reg_type,profit,dbt_ltd,dbt_nltd,dbt,probability_of_default,ultimate_holding_company_identifier,ultimate_holding_company,ultimate_holding_company_country,common_score_bulk_365,credit_score_bulk_365,credit_limit_bulk_365,profit_bulk_365,estimated_revenue_bulk_365,dbt_ltd_bulk_365,dbt_nltd_bulk_365,dbt_bulk_365,probability_of_default_bulk_365,group_structure_count
IT07301331,SALAMONE AMELIA,17-10-2008,,Y,50,4000,I,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,50,4000,,,,,,,0
IE00219337,SPINAL INJURIES IRELAND,24-11-1994,12,Y,91,150000,,HEAD OFFICE,A,EUR,TRUE,IE,1195516,LIMITED,-137513,,,,,,,,A,91,150000,-111490,1110113,,,,,0
IE00239937,KILWEX LIMITED,07-03-1996,76,Y,55,185000,,HEAD OFFICE,B,EUR,TRUE,IE,19847083,LIMITED,507728,,,,,,,,B,54,170000,1054735,25686372,,,,,0
IE00254759,DUNDALK LIGHTING LIMITED,31-01-1997,7,Y,91,150000,,HEAD OFFICE,A,EUR,TRUE,IE,,LIMITED,,16,,16,,IE00130439,DUNFIT LIMITED,IRL,A,91,150000,,,16,,16,,2
IT07303819,PAGLIARULO STEFANIA,26-07-1999,1,Y,53,5000,G,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,53,5000,,,,,,,0
IE00262464,EURO-ACCESS LIMITED,01-07-1997,2,Y,78,1000,,HEAD OFFICE,A,EUR,TRUE,IE,,LIMITED,,,,,,UK19436927,FOX INVESTMENTS [HOLDINGS] LTD,GBR,A,75,25000,-56203,306254,,,,,46
IT07299823,D'ELIA NICOLA,09-04-2009,,N,25,0,A,HEAD OFFICE,D,,TRUE,IT,,NON LIMITED,,,,,,,,,D,25,0,,,,,,,0
UK13485132,LAKESIDE HEALTH AND FITNESS LIMITED,19-02-2015,9,Y,51,1191,R,HEAD OFFICE,B,GBP,TRUE,GB,,LIMITED,,,,,,,,,C,46,1191,,,0,,0,,0
IT07292818,BOTTA ELIO,09-09-2005,,Y,49,4000,G,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,49,4000,,,,,,,0
IE00306307,BIOFUTURE LIMITED,13-09-1999,,Y,59,20000,G,HEAD OFFICE,B,EUR,TRUE,IE,,LIMITED,,,,,,,,,B,59,20000,,,,,,,0
IT07828685,ZANFORLINI DANTE,01-04-1999,1,Y,51,5000,G,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,51,5000,,,,,,,0
IT07306192,LEO FRANCESCO,20-01-2003,,Y,53,5000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,53,5000,,,,,,,0
IE00308353,JAMES BOYLAN SAFETY LIMITED,01-11-1999,50,Y,92,885000,C,HEAD OFFICE,A,EUR,TRUE,IE,16876412,LIMITED,1274242,12,,12,,IE00369011,MULLAN INVESTMENTS LIMITED,IRL,A,87,990000,2667861,19884438,10,,10,,7
IT07291632,MAUCIONE SABATO,05-12-2000,,Y,53,5000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,53,5000,,,,,,,0
IT07309402,SALZANO DOMENICO,30-01-1997,,N,19,0,A,HEAD OFFICE,not_scored,,TRUE,IT,,NON LIMITED,,,,,,,,,not_scored,18,0,,,,,,,0
UK13508499,THE DEWAN PARTNERSHIP LIMITED,03-03-2015,,N,-32,0,M,HEAD OFFICE,not_scored,GBP,TRUE,GB,,LIMITED,,,,,,,,,not_scored,-34,0,,,,,,,0
IT07828923,BLUE LINE EVOLUTION DI FERRARI ANGELO,06-02-2007,1,Y,51,5000,C,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,C,50,4000,,,,,,,0
IE00466878,GINO'S ITALIAN ICE-CREAM LIMITED,14-09-2009,,N,-33,0,G,HEAD OFFICE,not_scored,EUR,TRUE,IE,,LIMITED,,,,,,IE01199970,SONIG GELATO GROUP LIMITED,IRL,not_scored,-33,0,,,,,,,5
IT07298755,PEDRO DI PAPA MICHELE ANTONIO,26-09-2007,1,Y,52,5000,G,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,52,5000,,,,,,,0
IT07290515,ALARM SECTOR DI CONDELLO DENIS,21-07-2011,,Y,48,4000,F,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,48,4000,,,,,,,0
UK13478107,LYNDONS ART & GRAPHICS LIMITED,17-02-2015,7,Y,77,33966,G,HEAD OFFICE,A,GBP,TRUE,GB,,LIMITED,,0,,0,,,,,B,66,11322,,,,,,,0
IE00479280,PFIZER LIMITED,01-01-1901,,N,-56,0,,HEAD OFFICE,not_scored,,TRUE,IE,,LIMITED,,,,,,,,,not_scored,-56,0,,,,,,,0
IE00480950,DELPHI FISHERY LIMITED,11-08-1986,18,Y,30,1000,A,HEAD OFFICE,C,EUR,TRUE,IE,,LIMITED,-127517,,,,,,,,B,55,17500,8594,,,,,,0
IT07827140,DS LIKKE SCHLOF DI RONCO ELENA,29-02-2008,,Y,61,15000,I,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,61,15000,,,,,,,0
IT07298884,VACCARO GAETANO,18-09-1998,,Y,51,5000,C,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,51,5000,,,,,,,0
IE00521045,CALLISTOY LIMITED,14-01-2013,182,Y,63,115000,G,HEAD OFFICE,B,EUR,TRUE,IE,21818676,LIMITED,-197051,30,,30,,,,,C,48,62000,-101330,21771980,22,,22,,0
IT07827252,MASTO MARCO,28-11-1996,1,Y,54,5000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,C,50,4000,,,,,,,0
UK15840908,RAWLINGS & OAKES INDUSTRIES LTD,21-04-2017,13,Y,67,23835,C,HEAD OFFICE,B,GBP,TRUE,GB,,LIMITED,,,,,,,,,B,63,8938,,,,,,,0
IT07305014,MAROTTA PIERPAOLO,21-03-2007,,Y,48,4000,G,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,48,4000,,,,,,,0
IT07301593,VIVIANO FABIO,26-08-2010,,Y,48,4000,G,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,48,4000,,,,,,,0
IT07328278,SALERNET- ONLUS,11-07-2001,,Y,55,2000,N,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,55,2000,,,,,,,0
IT07290919,CANDIDO TETRALDINO,25-01-2007,1,Y,52,5000,G,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,51,5000,,,,,,,0
IT07322364,BROGNA GIUSEPPE,31-05-2011,,Y,52,5000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,52,5000,,,,,,,0
IT07303212,DERKESHLI NADIA,10-06-2011,,Y,48,4000,G,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,48,4000,,,,,,,0
UK13703859,CREATE DEVELOPMENTS (BLACKPOOL) LIMITED,20-05-2015,49,Y,67,89384,F,HEAD OFFICE,B,GBP,TRUE,GB,,LIMITED,,5,,5,,UK15523101,MEADOWLANDS (PROPERTY HOLDINGS) LIMITED,GBR,B,67,89384,,,7,,7,,4
IT07327739,CARBONE MARIA,21-01-1997,,Y,54,5000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,53,5000,,,,,,,0
IT07303228,TAMMARO MARGHERITA,19-05-2011,,N,-5,0,A,HEAD OFFICE,not_scored,,TRUE,IT,,NON LIMITED,,,,,,,,,B,52,5000,,,,,,,0
IT07303700,CASAMALFI DI LUCIBELLO GIUSEPPE,18-09-2002,2,Y,56,6000,I,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,56,6000,,,,,,,0
IT07303676,PIERNO PIERPAOLO,17-01-2014,,Y,48,4000,K,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,48,4000,,,,,,,0
IT07297199,GUERRA ADRIANA,21-01-1997,,Y,54,5000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,53,5000,,,,,,,0
IT07306267,EL JIHAD ADIL,17-08-2006,,Y,49,4000,G,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,48,4000,,,,,,,0
IT07303238,MARGARUCCI PASQUALE,12-09-2006,1,Y,51,5000,K,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,C,50,4000,,,,,,,0
IT07295456,CARPINELLI ALFONSO,19-01-2006,,Y,53,5000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,53,5000,,,,,,,0
IT07303621,MULTI TECNICA DI PAPPALARDO AGAMENNONE,20-03-2013,,Y,51,5000,G,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,51,5000,,,,,,,0
IT07322561,MARRONE ANNA DI CONTE CESIRA,17-03-2008,,N,13,0,G,HEAD OFFICE,not_scored,,TRUE,IT,,NON LIMITED,,,,,,,,,not_scored,13,0,,,,,,,0
IT07318689,AMATO ANGELO,08-05-1997,2,Y,56,6000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,56,6000,,,,,,,0
IT07330264,CONFORTI LIVIO,02-10-2001,1,Y,51,5000,G,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,51,5000,,,,,,,0
IT07325289,DE ROSA LUCA,29-04-2009,,Y,52,5000,S,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,52,5000,,,,,,,0
IT07315747,NELUBIUM FIORE DI LOTO DI AVALLONE FILOMENA,28-10-2010,,Y,52,5000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,52,5000,,,,,,,0
IT07318793,G.S.A. DI MARIA ASSUNTA CICALESE,25-03-2011,1,Y,54,5000,P,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,C,48,4000,,,,,,,0
IT07317190,BIDIOUANE HAMZA,04-09-2007,,Y,48,4000,G,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,48,4000,,,,,,,0
IT07312871,DECOR DI CALENDO FRANCESCO,08-09-2009,,Y,47,4000,F,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,47,4000,,,,,,,0
IT07323457,DI SOMMA SALVATORE,15-02-2011,,Y,48,4000,G,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,48,4000,,,,,,,0
IT07323801,SCORZIELLO GABRIELE,27-01-2004,,Y,48,4000,F,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,48,4000,,,,,,,0
IT07323754,BAR GELSI DI FORTINO GIOVANNA,14-12-2011,,Y,50,4000,I,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,50,4000,,,,,,,0
IT07310996,PRATO VERDE DI SENATORE GENNARO,26-01-2010,,Y,48,4000,N,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,48,4000,,,,,,,0
IT07328814,MARINO ANTONIO,20-12-2010,,Y,52,5000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,52,5000,,,,,,,0
IT07320639,LEO MICHELE,30-11-1999,2,N,-5,0,G,HEAD OFFICE,not_scored,,FALSE,IT,,NON LIMITED,,,,,,,,,D,22,0,,,,,,,0
IT07324674,DURANTE GERARDO,05-09-2002,2,Y,54,5000,G,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,54,5000,,,,,,,0
IT07323644,CAPONE MICHELE,10-06-2008,,Y,48,4000,G,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,48,4000,,,,,,,0
IT07328389,MEGARO ANGELO,21-01-2013,,Y,48,4000,G,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,48,4000,,,,,,,0
IT07327125,PEZZUTO MICHELE,14-11-1997,,Y,53,5000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,53,5000,,,,,,,0
IT07327811,IMPRESA EDILE CIUCCIO DI DANIELE CARMELA,30-03-2010,,N,12,0,F,HEAD OFFICE,not_scored,,TRUE,IT,,NON LIMITED,,,,,,,,,not_scored,12,0,,,,,,,0
IT07332518,GIORDANO CARMINE,14-07-1997,,Y,53,5000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,53,5000,,,,,,,0
IT07342223,BONETTI GIANCARLO,18-09-2008,,Y,55,5000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,55,5000,,,,,,,0
IT07354662,EXCALIBUR DI SCARTARELLI FRANCESCO,08-07-1998,,Y,32,1000,A,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,32,1000,,,,,,,0
IT07316191,A.A. AGRICOLTURA DI AUMENTA ANGELO,03-02-2009,,Y,52,5000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,52,5000,,,,,,,0
IT07346619,TOMASELLI MARIA,12-12-1986,,Y,53,5000,S,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,53,5000,,,,,,,0
IT07313103,D AMICO ANNA,10-04-2002,2,N,-5,0,G,HEAD OFFICE,not_scored,,FALSE,IT,,NON LIMITED,,,,,,,,,C,49,4000,,,,,,,0
IT07333763,FERRO BENIAMINO,16-03-1999,18,Y,59,12000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,59,12000,,,,,,,0
IT07340720,RISPOLI ROSA,31-08-2000,,Y,49,4000,G,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,49,4000,,,,,,,0
IT07310887,METAL CENTER DI VINCENZO IZZO,07-04-2011,,Y,48,4000,S,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,48,4000,,,,,,,0
IT07317687,EZZEYADY ABDELLAH,06-11-2000,,Y,49,4000,G,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,49,4000,,,,,,,0
IT07312789,SCHIOPPO ALESSANDRO,26-09-2006,,Y,48,4000,F,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,47,4000,,,,,,,0
IT07324817,PASCALE GUIDO,07-04-2000,,Y,48,4000,F,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,48,4000,,,,,,,0
IT07310068,AZIENDA AGRICOLA DI LAUDISIO GERARDO,13-12-2012,,Y,53,5000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,53,5000,,,,,,,0
IT07323863,RAIOLA MICHELE,18-03-2010,3,Y,54,5000,G,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,54,5000,,,,,,,0
IT07313950,PAGANO ANTONIO,20-01-1998,,Y,53,5000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,53,5000,,,,,,,0
IT07354062,AGENZIA IMMOBILIARE SICILIA DI SPINELLO CORRADO,09-07-2003,,Y,53,5000,L,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,53,5000,,,,,,,0
IT07348432,PASSEPARTOUT DI BIANCHI LETIZIA,27-06-1990,,Y,50,4000,G,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,50,4000,,,,,,,0
IT07340280,CHIARIELLO CARLA,28-06-2007,,Y,48,4000,G,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,48,4000,,,,,,,0
IT07336668,RUGGIERO ANTONIO ARTIGIANO EDILE,14-12-2006,,Y,48,4000,F,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,47,4000,,,,,,,0
IT07344519,DE MEO SERGIO,05-07-2011,,Y,51,5000,G,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,51,5000,,,,,,,0
IT07338229,LA ROCCA MASSIMILIANO,06-09-2005,,Y,49,4000,G,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,49,4000,,,,,,,0
IT07338704,IDROTERMO DI NOSCHESE LUCIANO,06-11-1996,2,Y,52,5000,F,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,51,5000,,,,,,,0
IT07334818,SCORZELLI FILOMENA,18-02-1998,,Y,51,5000,I,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,51,5000,,,,,,,0
IT07336038,SAMARCANDA NETWORK DI MASSOTTI MARIA,23-05-2008,,Y,52,5000,M,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,52,5000,,,,,,,0
UK13742867,HEYFORD PARK DEVELOPMENTS LIMITED,09-06-2015,5,N,-18,0,L,HEAD OFFICE,not_scored,GBP,TRUE,GB,21178282.544778902,LIMITED,3013256.3907292266,9,,9,,UK07116422,DORCHESTER (HEYFORD PARK) LLP,GBR,not_scored,-18,0,2069633.2950765553,22172333.079479948,8,,8,,14
UK13713424,CLEAN GENIE GROUP LTD,26-05-2015,2,N,-18,0,N,HEAD OFFICE,not_scored,GBP,TRUE,GB,,LIMITED,,,,,,,,,B,58,8938,,,,,,,0
IT07343592,DALLAGIOVANNA DANIELE,01-02-1997,1,Y,49,4000,C,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,48,4000,,,,,,,0
UK13783057,AMTEK PLASTICS UK LIMITED,29-06-2015,12,Y,63,59589,C,HEAD OFFICE,B,GBP,TRUE,GB,,LIMITED,,,,,,,,,B,58,59589,,,13,,13,,0
BE02379218,"SYMENS, DANNY",18-08-1995,,Y,51,1500,S,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00813,,,,B,51,1500,,,,,,0.00813,0
UK15853483,LTC INTERNATIONAL LOGISTICS LIMITED,27-04-2017,3,N,25,0,H,HEAD OFFICE,D,GBP,TRUE,GB,,LIMITED,,5,,5,,,,,C,33,4171,,,5,,5,,0
IT07350534,LA BELLA DOMENICO,30-07-2014,1,Y,52,5000,C,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,C,47,4000,,,,,,,0
UK14485264,AUTON STYLE LTD,10-09-2015,10,Y,40,1191,S,HEAD OFFICE,C,GBP,TRUE,GB,,LIMITED,,,,,,,,,C,39,595,,,,,,,0
IT07340732,ALBERTO BUONO BEAUTYROOM,18-04-2007,3,Y,56,6000,S,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,56,6000,,,,,,,0
IT07334514,PANNULLO ANNUNZIATA,12-02-2004,,Y,49,4000,G,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,49,4000,,,,,,,0
IT07339434,IL GIRASOLE FIORI E PIANTI DI BIANCO MARIO,16-11-1998,,Y,49,4000,G,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,49,4000,,,,,,,0
IT07346946,ROSELLI ANGELO,28-12-1990,2,Y,52,5000,G,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,52,5000,,,,,,,0
IT07355296,APOLLONIO SEVERINO,25-06-1992,,Y,56,6000,I,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,56,6000,,,,,,,0
IT07346919,EDIL CASE E GIARDINI DI SIMA MIHAELA RODICA,07-05-2012,,Y,50,4000,F,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,50,4000,,,,,,,0
IT07340405,SCHIAVO ANTONIO,30-07-1997,6,Y,53,5000,F,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,53,5000,,,,,,,0
IT07342869,MOMENTI D ORO DI BETTINI ADRIANA,27-10-1999,1,Y,57,6000,C,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,51,5000,,,,,,,0
IT07343998,MAZZUCCHI EMANUELE,13-09-2011,1,Y,56,6000,G,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,56,6000,,,,,,,0
IT07347334,CIERRE DI CAMBIAGHI ROMANO,27-03-1992,4,Y,58,6000,H,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,58,6000,,,,,,,0
IT07355678,GUGLIOTTA SALVATORE,08-05-2001,,Y,52,5000,S,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,52,5000,,,,,,,0
IT07346699,VISCELLI EURO,12-02-1990,1,Y,55,5000,G,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,C,49,4000,,,,,,,0
IT07339725,LO SCHIAVO GIUSEPPINA,22-05-2012,,Y,52,5000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,52,5000,,,,,,,0
UK15988355,THE ANTIQUE JEWELLERY COMPANY LTD,04-07-2017,5,Y,70,137056,G,HEAD OFFICE,B,GBP,TRUE,GB,,LIMITED,,0,,0,,,,,B,70,119179,,,0,,0,,0
IT07366257,PODERE SAN SANINO - MONTEFOLLONICO DI AGNELLUZZI LAURA MARIA,04-12-1996,2,Y,57,6000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,56,6000,,,,,,,0
IT07366284,WOOD DI CAPECCHI DONATELLA,15-03-2000,,Y,52,7500,C,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,52,7500,,,,,,,0
IT07366183,ROSSI MOBILI DI ROSSI ENRICO,19-03-2004,,Y,53,5000,G,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,53,5000,,,,,,,0
IT07357008,PROGRESS IMPIANTI DI CIAMPI ANDREA,03-08-2004,1,Y,50,4000,F,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,50,4000,,,,,,,0
IT07356917,MATHIEU STEFANO,14-07-2004,1,Y,53,5000,L,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,53,5000,,,,,,,0
IT07356268,GOLD ROAD DI GRECO ANGELO FRANCESCO,03-11-2011,1,N,-5,0,J,HEAD OFFICE,not_scored,,FALSE,IT,,NON LIMITED,,,,,,,,,C,47,4000,,,,,,,0
IT07356034,GUERRIERO MIRELLA,07-05-1997,1,Y,36,7000,I,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,36,7000,,,,,,,0
IT07373099,CALIANO ANTONIO,08-05-2014,,Y,47,4000,F,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,42,3000,,,,,,,0
IT07364448,ROSI ROBERTA,11-02-1997,,Y,54,5000,S,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,53,5000,,,,,,,0
IT07355758,PETRI MASSIMO,24-04-1997,,Y,53,5000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,53,5000,,,,,,,0
IT07394145,BAGNI REGINA DI FRANCO NADIA,11-05-2001,,Y,54,5000,R,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,54,5000,,,,,,,0
IT07393787,MANEA IONEL,28-05-2009,,Y,51,5000,F,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,51,5000,,,,,,,0
IT07363352,COSTA SEBASTIANO,02-02-2001,2,Y,50,4000,C,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,50,4000,,,,,,,0
IT07393446,RUBINO ROSARIO,20-05-2013,,N,-5,0,F,HEAD OFFICE,not_scored,,FALSE,IT,,NON LIMITED,,,,,,,,,C,49,4000,,,,,,,0
IT07371308,FALLINI RAFFAELLA,25-06-2008,,Y,56,6000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,56,6000,,,,,,,0
IT07393201,OLIVERI FULVIO,14-04-1997,,Y,49,4000,F,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,49,4000,,,,,,,0
IT07392905,POSADINO ANTONELLO,02-04-1996,2,Y,59,6000,G,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,58,6000,,,,,,,0
IT07362680,INTERLIGGI GIUSEPPE,23-07-1980,1,N,-5,0,H,HEAD OFFICE,not_scored,,FALSE,IT,,NON LIMITED,,,,,,,,,C,49,4000,,,,,,,0
IT07370147,CAMPISI ANTONIO,07-06-1961,,N,-16,0,R,HEAD OFFICE,not_scored,,TRUE,IT,,NON LIMITED,,,,,,,,,not_scored,-16,0,,,,,,,0
IT07361993,GOZZO PAOLA,27-02-2001,1,Y,54,5000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,54,5000,,,,,,,0
IT07392484,FLAVIA GIOIA AMATI,13-05-2011,1,N,-5,0,M,HEAD OFFICE,not_scored,,FALSE,IT,,NON LIMITED,,,,,,,,,B,51,5000,,,,,,,0
IT07362348,GARBINI ATTILIO PAOLO,03-03-1982,13,Y,58,12000,F,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,58,12000,,,,,,,0
IT07361638,SHOPPING WATCH DI BOTTARO MARIA,31-01-2002,,Y,52,5000,G,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,52,5000,,,,,,,0
IT07361521,BENRHANEM RACHID,16-05-2011,,Y,52,5000,G,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,52,5000,,,,,,,0
IT07392429,CASANOVA IMMOBILIARE DI MULFARI SILVANA,13-11-2009,2,Y,56,6000,L,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,56,6000,,,,,,,0
IT07361600,TAXI RINALDI FABIO,16-06-2000,,Y,53,5000,H,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,53,5000,,,,,,,0
IT07369939,ROS METANO DI CICCIARELLA GIOVANNI,10-04-1989,,Y,48,4000,F,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,48,4000,,,,,,,0
IT07361098,I PALOFFI DI ELISA LAVAGNINO,15-04-2014,,Y,55,5000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,C,50,4000,,,,,,,0
IT07391945,DEMETRA & BACCO PROFUMI DI SICILIA,05-12-2006,,Y,53,2000,N,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,C,49,1500,,,,,,,0
IT07360492,CASA MARKET AFFITTI DI MINAURO MARIANNA,25-05-2000,1,N,-5,0,L,BRANCH,not_scored,,FALSE,IT,,NON LIMITED,,,,,,,,,B,53,5000,,,,,,,0
IT07390264,FLORICOLTURA VIGNOLA NICOLA,19-12-1996,,Y,55,5000,A,HEAD OFFICE,B,,TRUE,IT,,NON LIMITED,,,,,,,,,B,54,5000,,,,,,,0
IT07360931,MOSCARIELLO ANNAFLAVIA,05-03-2014,1,Y,50,4000,G,HEAD OFFICE,C,,TRUE,IT,,NON LIMITED,,,,,,,,,C,45,3000,,,,,,,0
